model_alias,password_id,family,condition,group_id,password,expected_structural_label,structure_type,template_id,template_group,template_text,logp_yes_group,logp_no_group,p_yes_norm,p_no_norm
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.134349097577039,-0.9548551167333197,0.4552465960818393,0.5447534039181606
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.899697598474146,-0.8856360474155202,0.4964846701581852,0.5035153298418148
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-2.044083920412684,-2.117515205235552,0.5183495766353264,0.4816504233646735
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.26787815153278316,-1.5280123195649855,0.7790492031947543,0.22095079680524563
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.9173618799692884,-1.1508579706807978,0.5581102459988219,0.4418897540011781
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-2.0386134143907224,-0.3954468665878217,0.1620346502885745,0.8379653497114254
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.5527195870642205,-0.34701199169378694,0.23046142353761553,0.7695385764623845
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.942320245591466,-0.7945869530885237,0.4631337034600521,0.5368662965399479
qwen25_1p5b,E2_038,campus,control,campus_19,stanfordcabinet,uncertain,matched_offtopic_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-1.0949933411861166,-0.6326901034219894,0.3864395742716783,0.6135604257283218
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.6182887092593214,-0.7657296669401902,0.2988963156769329,0.7011036843230671
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.144649328496946,-1.4156627411626965,0.5673416793612864,0.43265832063871357
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.9843481211115683,-1.189203876889412,0.5510355842175155,0.4489644157824844
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-2.1096788646964746,-2.590894837381134,0.6180349678708738,0.38196503212912614
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.2912757294220825,-1.5860429367541393,0.7849529954156574,0.2150470045843426
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-1.0713383157284984,-1.1999324392856132,0.5321043021490475,0.4678956978509524
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.8169889236260703,-0.568385101338761,0.22294191743857303,0.7770580825614269
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.355131022964113,-0.4270942119276986,0.28332317266551865,0.7166768273344813
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.67936496645793,-1.0373689137926567,0.5885571602633831,0.41144283973661694
qwen25_1p5b,E2_039,campus,linked,campus_20,berkeleybears,yes,semantic_association,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.7604467697888214,-0.8488121712205171,0.5220769866506475,0.4779230133493525
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.513270022284472,-0.7226039955810769,0.31202567846240115,0.6879743215375989
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.0994116649227053,-1.2901769485553096,0.5475472158353132,0.45245278416468676
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.9169633252647594,-1.096124252324161,0.5446708063041912,0.45532919369580876
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-2.055871906323496,-2.709690918422903,0.6578705515461496,0.34212944845385046
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.2747074346187175,-1.5893830023750457,0.7882944957807726,0.21170550421922749
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-1.1544467056687773,-1.2387373723928667,0.5210601989110994,0.4789398010889006
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.7031302243379227,-0.48185464758925556,0.22771205066490352,0.7722879493350964
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.353752249743063,-0.3891328410314582,0.27595426621958313,0.7240457337804168
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.6901315190089695,-1.0028968514440075,0.5775601035007102,0.4224398964992898
qwen25_1p5b,E2_040,campus,control,campus_20,berkeleybatteries,uncertain,matched_offtopic_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.8105119541554547,-0.8337548742787002,0.5058104684491038,0.4941895315508961
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.5619048487198937,-0.7444084588969512,0.3062953651291234,0.6937046348708766
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.062653012041746,-1.5183554642165988,0.6119941845170177,0.38800581548298235
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.9258424629798355,-1.2833392311693574,0.588434337450043,0.4115656625499571
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.7695131322265407,-2.495080233176822,0.6738317506166633,0.32616824938333666
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.3470047236127797,-1.379010141939299,0.7373045032420023,0.26269549675799786
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.8625105102909101,-1.2377476409790178,0.5927238451032834,0.4072761548967166
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.7337403151796407,-0.698710825292217,0.2621101951752078,0.7378898048247922
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.2966534385572763,-0.4824692015859583,0.3069995776110043,0.6930004223889957
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.7194208191608469,-0.9629397995440675,0.5605806635831603,0.4394193364168398
qwen25_1p5b,E2_041,gacha_anime,linked,gacha_anime_21,genshinfurina,yes,semantic_association,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.9521355265191631,-0.640605774318416,0.42274138769296554,0.5772586123070345
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.5563021794832772,-0.6673978747457376,0.291335992214514,0.7086640077854859
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.8334842821982864,-1.1121781665831578,0.569225983251479,0.430774016748521
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.7522348207064515,-1.2408696778768278,0.6197847868909594,0.3802152131090407
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.5273770299564895,-2.111236348105847,0.6419549510880297,0.3580450489119704
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.17197668545170886,-1.9821799102746958,0.8593864340298368,0.1406135659701631
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.7122550695152964,-1.197460266711958,0.6189762506429304,0.38102374935706956
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-2.0119372769226453,-0.5344133295655922,0.18580170375315688,0.8141982962468433
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.381107770497872,-0.4336799530295234,0.2794024027504403,0.7205975972495597
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.7081999840225988,-0.9792725210120272,0.5673561922614174,0.4326438077385826
qwen25_1p5b,E2_042,gacha_anime,control,gacha_anime_21,genshinfaucet,uncertain,matched_offtopic_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.9116008451236489,-0.6598472529007597,0.43739192746673705,0.5626080725332631
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.6313401933700846,-0.6127269574472146,0.2652976133706288,0.734702386629371
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.3510064353017515,-1.5452039970095814,0.5483973862951461,0.4516026137048539
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.9911846926368005,-1.1765552290239023,0.546210385470823,0.453789614529177
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-2.1412059976685778,-2.429772380993472,0.5716451236640333,0.4283548763359667
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.35997566560434413,-1.3369896332595594,0.7265153206218576,0.2734846793781424
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.971286787134437,-1.1737080232965738,0.550433220794085,0.4495667792059151
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-2.0491313291809363,-0.48801272184963757,0.17348619274258853,0.8265138072574114
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.4134568675439074,-0.4082366805140387,0.2679163090927043,0.7320836909072956
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.8503554381673115,-0.7744293636809189,0.48102759479693596,0.518972405203064
qwen25_1p5b,E2_043,gacha_anime,linked,gacha_anime_22,honkaikafka,yes,semantic_association,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.9476669011289577,-0.7205866386830494,0.4434726308012349,0.5565273691987651
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.7079470981831104,-0.6522135745346999,0.2581256277260165,0.7418743722739835
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.4324107459219906,-1.662489304442491,0.5572672366803402,0.4427327633196599
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-1.0621809664664015,-1.217112561581516,0.5386556062446448,0.46134439375535513
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-2.1858927885483537,-2.7143838057043053,0.6291310969634223,0.3708689030365776
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.3976097745171002,-1.367119433155349,0.7250217515676475,0.2749782484323526
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-1.0591768381580082,-1.1348679591326438,0.51891375113596,0.4810862488640399
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-2.1595146320280665,-0.5234817278075283,0.16300558903612783,0.8369944109638722
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.5180232727311371,-0.36654566597369087,0.24021929564255823,0.7597807043574418
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.8725644618487824,-0.800028997039436,0.48187408040071716,0.5181259195992828
qwen25_1p5b,E2_044,gacha_anime,control,gacha_anime_22,honkaikettle,uncertain,matched_offtopic_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.9489036780118681,-0.7002095849216446,0.43814495336892834,0.5618550466310716
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.4706755188889584,-0.6724041402028583,0.31039540911064734,0.6896045908893527
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.8481939125232738,-1.2978760778003648,0.6105636632392725,0.38943633676072764
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.6978196230319746,-1.3253423125716033,0.6519275275760311,0.3480724724239689
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.936500140079905,-2.2552061369257927,0.5790088613345751,0.42099113866542515
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.1681467420166758,-1.9674997422299862,0.858070157990649,0.14192984200935096
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.8084678443871811,-1.1732772139894105,0.5902041462428307,0.40979585375716937
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.9536604143902803,-0.569635915962222,0.20036342535234875,0.7996365746476513
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.0873747201674981,-0.561015640528463,0.37136647449106575,0.6286335255089344
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.8093260807630778,-0.8491516305273267,0.509955071685469,0.4900449283145309
qwen25_1p5b,E2_045,gacha_anime,linked,gacha_anime_23,narutohokage,yes,semantic_association,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.9217718882112536,-0.6690142429547873,0.43714486541757863,0.5628551345824214
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.3235887200293672,-0.6143691547256156,0.3297713106575778,0.6702286893424222
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.7390146767964618,-1.2086889505632905,0.6153066584632533,0.3846933415367467
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.5267147607194361,-1.3003697351573733,0.6843110072454186,0.3156889927545814
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.7700804157427688,-1.9644001708075036,0.5484276482410151,0.45157235175898486
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.12730351811652935,-2.218162802746831,0.8900115700421768,0.10998842995782322
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.7494360114127054,-1.1402419924429947,0.5964767077555675,0.40352329224443256
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.5590764795158003,-0.4179684839941834,0.2421169897697901,0.75788301023021
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.0963189688173083,-0.5183956995399465,0.3594105892385156,0.6405894107614845
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.6720151433443476,-0.8899561386331185,0.5542706053288383,0.44572939467116174
qwen25_1p5b,E2_046,gacha_anime,control,gacha_anime_23,narutohamper,uncertain,matched_offtopic_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.8197071152761146,-0.8085220881356903,0.4972037723666322,0.5027962276333678
qwen25_1p5b,E2_047,gacha_anime,linked,gacha_anime_24,onepieceluffy,yes,semantic_association,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.1477036931451359,-0.6234240001902335,0.3718520441205413,0.6281479558794587
